,date,week,mem_tot,mem_va,mem_bt,mem_ot,mem_hj,lunch_num,dinner_num,lunch_tem,lunch_rain,dinner_tem,dinner_rain,mem_poss,month,day,lunch_ratio,dinner_ratio,holi_be,holi_af,summer1,year_end
20,2016-03-04,금,2624.0,83.0,247.0,79.0,0.0,837.0,673.0,8.2,4.5,9.1,20.3,2294.0,3.0,4.0,0.36486486486486486,0.2933740191804708,1.0,0.0,0.0,0.0
21,2016-03-07,월,2624.0,50.0,195.0,456.0,0.0,1326.0,625.0,12.4,0.0,13.5,0.0,2379.0,3.0,7.0,0.5573770491803278,0.26271542664985287,0.0,1.0,0.0,0.0
22,2016-03-08,화,2624.0,47.0,212.0,426.0,0.0,1026.0,609.0,10.9,0.0,9.3,0.0,2365.0,3.0,8.0,0.4338266384778013,0.25750528541226214,0.0,0.0,0.0,0.0
23,2016-03-09,수,2624.0,43.0,225.0,0.0,0.0,901.0,523.0,7.4,0.0,10.7,0.0,2356.0,3.0,9.0,0.382427843803056,0.22198641765704585,0.0,0.0,0.0,0.0
24,2016-03-10,목,2624.0,55.0,245.0,290.0,0.0,847.0,525.0,6.3,0.0,6.2,0.0,2324.0,3.0,10.0,0.3644578313253012,0.22590361445783133,0.0,0.0,0.0,0.0
25,2016-03-11,금,2624.0,108.0,275.0,76.0,0.0,728.0,591.0,4.7,0.0,6.5,0.0,2241.0,3.0,11.0,0.3248549754573851,0.2637215528781794,1.0,0.0,0.0,0.0
26,2016-03-14,월,2624.0,61.0,183.0,376.0,0.0,1286.0,586.0,10.1,0.0,10.7,0.0,2380.0,3.0,14.0,0.5403361344537815,0.246218487394958,0.0,1.0,0.0,0.0
27,2016-03-15,화,2624.0,38.0,231.0,399.0,0.0,958.0,545.0,10.6,0.0,9.8,0.0,2355.0,3.0,15.0,0.40679405520169853,0.23142250530785563,0.0,0.0,0.0,0.0
28,2016-03-16,수,2624.0,50.0,213.0,0.0,0.0,998.0,531.0,13.0,0.0,14.5,0.0,2361.0,3.0,16.0,0.4227022448115205,0.22490470139771285,0.0,0.0,0.0,0.0
29,2016-03-17,목,2624.0,52.0,242.0,327.0,0.0,832.0,548.0,15.7,0.0,14.1,0.0,2330.0,3.0,17.0,0.35708154506437767,0.2351931330472103,0.0,0.0,0.0,0.0
30,2016-03-18,금,2624.0,118.0,277.0,57.0,0.0,757.0,521.0,10.3,3.4,11.9,0.6,2229.0,3.0,18.0,0.3396141767608793,0.23373710183938987,1.0,0.0,0.0,0.0
31,2016-03-21,월,2624.0,65.0,205.0,329.0,0.0,1030.0,605.0,13.4,0.0,11.8,0.0,2354.0,3.0,21.0,0.43755310110450296,0.2570093457943925,0.0,1.0,0.0,0.0
32,2016-03-22,화,2624.0,41.0,208.0,378.0,0.0,917.0,585.0,14.6,0.0,15.7,0.0,2375.0,3.0,22.0,0.38610526315789473,0.2463157894736842,0.0,0.0,0.0,0.0
33,2016-03-23,수,2624.0,42.0,236.0,0.0,0.0,963.0,544.0,16.1,0.0,12.5,0.0,2346.0,3.0,23.0,0.41048593350383633,0.2318840579710145,0.0,0.0,0.0,0.0
34,2016-03-24,목,2624.0,53.0,251.0,293.0,0.0,876.0,507.0,10.0,0.0,9.7,0.0,2320.0,3.0,24.0,0.3775862068965517,0.2185344827586207,0.0,0.0,0.0,0.0
35,2016-03-25,금,2624.0,98.0,275.0,59.0,0.0,861.0,523.0,9.4,0.0,9.0,0.0,2251.0,3.0,25.0,0.38249666814749,0.23234118169702356,1.0,0.0,0.0,0.0
36,2016-03-28,월,2624.0,77.0,197.0,299.0,0.0,1193.0,637.0,15.5,0.0,14.8,0.0,2350.0,3.0,28.0,0.5076595744680851,0.27106382978723403,0.0,1.0,0.0,0.0
37,2016-03-29,화,2624.0,52.0,245.0,259.0,0.0,892.0,465.0,14.7,0.0,14.9,0.0,2327.0,3.0,29.0,0.38332617103566824,0.19982810485603783,0.0,0.0,0.0,0.0
38,2016-03-30,수,2624.0,48.0,230.0,0.0,0.0,1033.0,463.0,18.6,0.0,17.8,0.0,2346.0,3.0,30.0,0.4403239556692242,0.19735720375106564,0.0,0.0,0.0,0.0
39,2016-03-31,목,2624.0,36.0,248.0,158.0,0.0,781.0,526.0,18.4,0.0,16.0,0.0,2340.0,3.0,31.0,0.33376068376068374,0.2247863247863248,0.0,0.0,0.0,0.0
40,2016-04-01,금,2643.0,103.0,254.0,47.0,0.0,661.0,591.0,21.5,0.0,18.3,0.0,2286.0,4.0,1.0,0.2891513560804899,0.2585301837270341,1.0,0.0,0.0,0.0
41,2016-04-04,월,2643.0,62.0,221.0,367.0,0.0,1237.0,614.0,11.7,0.0,12.1,0.0,2360.0,4.0,4.0,0.5241525423728813,0.26016949152542374,0.0,1.0,0.0,0.0
42,2016-04-05,화,2643.0,31.0,242.0,370.0,0.0,840.0,555.0,15.9,0.0,17.7,0.0,2370.0,4.0,5.0,0.35443037974683544,0.23417721518987342,0.0,0.0,0.0,0.0
43,2016-04-06,수,2643.0,37.0,249.0,0.0,0.0,876.0,492.0,19.8,0.0,13.5,0.0,2357.0,4.0,6.0,0.37165888841747985,0.20873992363173527,0.0,0.0,0.0,0.0
44,2016-04-07,목,2643.0,47.0,258.0,339.0,0.0,853.0,524.0,13.0,0.0,16.5,0.0,2338.0,4.0,7.0,0.36484174508126604,0.22412318220701455,0.0,0.0,0.0,0.0
45,2016-04-08,금,2643.0,87.0,283.0,64.0,0.0,764.0,542.0,19.2,0.0,20.6,0.0,2273.0,4.0,8.0,0.3361196656401232,0.23845138583369996,1.0,0.0,0.0,0.0
46,2016-04-11,월,2643.0,82.0,203.0,392.0,0.0,1225.0,536.0,10.7,0.0,11.2,0.0,2358.0,4.0,11.0,0.5195080576759966,0.22731128074639526,0.0,1.0,0.0,0.0
47,2016-04-12,화,2643.0,76.0,225.0,239.0,0.0,771.0,500.0,13.8,0.0,15.7,0.0,2342.0,4.0,12.0,0.3292058070025619,0.2134927412467976,1.0,0.0,0.0,0.0
48,2016-04-14,목,2643.0,106.0,252.0,326.0,0.0,969.0,562.0,21.1,0.0,23.5,0.0,2285.0,4.0,14.0,0.42407002188183807,0.24595185995623634,0.0,1.0,0.0,0.0
49,2016-04-15,금,2643.0,131.0,281.0,82.0,0.0,579.0,582.0,19.2,0.0,17.3,0.0,2231.0,4.0,15.0,0.2595248767368893,0.2608695652173913,1.0,0.0,0.0,0.0
50,2016-04-18,월,2643.0,81.0,225.0,330.0,0.0,1120.0,525.0,17.4,0.0,18.0,0.0,2337.0,4.0,18.0,0.4792468977321352,0.2246469833119384,0.0,1.0,0.0,0.0
51,2016-04-19,화,2643.0,44.0,239.0,387.0,0.0,980.0,449.0,18.2,0.0,16.9,0.0,2360.0,4.0,19.0,0.4152542372881356,0.1902542372881356,0.0,0.0,0.0,0.0
52,2016-04-20,수,2643.0,47.0,262.0,0.0,0.0,849.0,504.0,19.5,0.0,16.1,0.0,2334.0,4.0,20.0,0.36375321336760924,0.2159383033419023,0.0,0.0,0.0,0.0
53,2016-04-21,목,2643.0,66.0,264.0,312.0,0.0,940.0,531.0,14.4,0.2,17.1,0.0,2313.0,4.0,21.0,0.40639861651534803,0.22957198443579765,0.0,0.0,0.0,0.0
54,2016-04-22,금,2643.0,150.0,275.0,86.0,0.0,698.0,557.0,21.1,0.0,20.4,0.0,2218.0,4.0,22.0,0.3146979260595131,0.2511271415689811,1.0,0.0,0.0,0.0
55,2016-04-25,월,2643.0,96.0,201.0,281.0,0.0,1227.0,528.0,22.4,0.0,21.8,0.0,2346.0,4.0,25.0,0.5230179028132992,0.22506393861892582,0.0,1.0,0.0,0.0
56,2016-04-26,화,2643.0,51.0,227.0,304.0,0.0,795.0,568.0,23.9,0.0,20.6,0.0,2365.0,4.0,26.0,0.3361522198731501,0.240169133192389,0.0,0.0,0.0,0.0
57,2016-04-27,수,2643.0,71.0,234.0,0.0,0.0,1028.0,490.0,11.8,1.1,11.1,3.9,2338.0,4.0,27.0,0.43969204448246363,0.20958083832335328,0.0,0.0,0.0,0.0
58,2016-04-28,목,2643.0,56.0,269.0,196.0,0.0,811.0,508.0,16.1,0.0,17.4,0.0,2318.0,4.0,28.0,0.34987057808455563,0.2191544434857636,0.0,0.0,0.0,0.0
59,2016-04-29,금,2643.0,139.0,282.0,28.0,0.0,652.0,507.0,19.0,0.0,17.0,0.0,2222.0,4.0,29.0,0.2934293429342934,0.22817281728172817,1.0,0.0,0.0,0.0
60,2016-05-02,월,2635.0,80.0,214.0,302.0,0.0,1242.0,551.0,21.8,0.0,20.4,0.0,2341.0,5.0,2.0,0.5305425032037591,0.23536950021358394,0.0,1.0,0.0,0.0
61,2016-05-03,화,2635.0,65.0,251.0,292.0,0.0,964.0,515.0,19.1,1.0,14.4,0.0,2319.0,5.0,3.0,0.4156964208710651,0.22207848210435532,0.0,0.0,0.0,0.0
62,2016-05-04,수,2635.0,150.0,244.0,0.0,0.0,723.0,636.0,22.8,0.0,22.8,0.0,2241.0,5.0,4.0,0.32262382864792505,0.2838018741633199,1.0,0.0,0.0,0.0
63,2016-05-09,월,2635.0,101.0,233.0,344.0,0.0,1216.0,591.0,20.6,0.0,19.6,0.0,2301.0,5.0,9.0,0.5284658843980878,0.25684485006518903,0.0,1.0,0.0,0.0
64,2016-05-10,화,2635.0,53.0,252.0,350.0,0.0,1008.0,519.0,15.3,1.7,13.4,0.7,2330.0,5.0,10.0,0.43261802575107294,0.22274678111587984,0.0,0.0,0.0,0.0
65,2016-05-11,수,2635.0,60.0,266.0,0.0,0.0,915.0,423.0,19.2,0.0,18.6,0.0,2309.0,5.0,11.0,0.39627544391511477,0.18319618882633174,0.0,0.0,0.0,0.0
66,2016-05-12,목,2635.0,71.0,274.0,315.0,0.0,753.0,532.0,22.1,0.0,21.5,0.0,2290.0,5.0,12.0,0.32882096069868993,0.23231441048034934,0.0,0.0,0.0,0.0
67,2016-05-13,금,2635.0,185.0,268.0,80.0,0.0,761.0,517.0,19.5,0.0,19.4,0.0,2182.0,5.0,13.0,0.34876260311640694,0.2369385884509624,1.0,0.0,0.0,0.0
68,2016-05-16,월,2635.0,99.0,216.0,368.0,0.0,1180.0,594.0,17.7,0.0,20.6,0.0,2320.0,5.0,16.0,0.5086206896551724,0.2560344827586207,0.0,1.0,0.0,0.0
69,2016-05-17,화,2635.0,41.0,254.0,377.0,0.0,899.0,633.0,23.6,0.0,25.2,0.0,2340.0,5.0,17.0,0.3841880341880342,0.2705128205128205,0.0,0.0,0.0,0.0
70,2016-05-18,수,2635.0,71.0,257.0,0.0,0.0,856.0,456.0,27.6,0.0,26.6,0.0,2307.0,5.0,18.0,0.37104464672735155,0.1976592977893368,0.0,0.0,0.0,0.0
71,2016-05-19,목,2635.0,65.0,266.0,264.0,0.0,898.0,529.0,24.8,0.0,26.4,0.0,2304.0,5.0,19.0,0.3897569444444444,0.22960069444444445,0.0,0.0,0.0,0.0
72,2016-05-20,금,2635.0,169.0,287.0,56.0,0.0,653.0,487.0,26.5,0.0,25.9,0.0,2179.0,5.0,20.0,0.2996787517209729,0.22349701698026617,1.0,0.0,0.0,0.0
73,2016-05-23,월,2635.0,88.0,203.0,362.0,0.0,1160.0,613.0,26.2,0.0,24.6,0.0,2344.0,5.0,23.0,0.4948805460750853,0.261518771331058,0.0,1.0,0.0,0.0
74,2016-05-24,화,2635.0,74.0,234.0,310.0,0.0,1107.0,465.0,19.6,8.7,19.6,0.0,2327.0,5.0,24.0,0.47571981091534166,0.19982810485603783,0.0,0.0,0.0,0.0
75,2016-05-25,수,2635.0,72.0,258.0,0.0,0.0,938.0,454.0,24.5,0.0,24.1,0.0,2305.0,5.0,25.0,0.406941431670282,0.19696312364425161,0.0,0.0,0.0,0.0
76,2016-05-26,목,2635.0,64.0,285.0,227.0,0.0,783.0,520.0,26.0,0.0,24.1,0.0,2286.0,5.0,26.0,0.3425196850393701,0.2274715660542432,0.0,0.0,0.0,0.0
77,2016-05-27,금,2635.0,163.0,291.0,61.0,0.0,660.0,493.0,27.1,0.0,23.4,0.0,2181.0,5.0,27.0,0.30261348005502064,0.2260430994956442,1.0,0.0,0.0,0.0
78,2016-05-30,월,2635.0,73.0,215.0,291.0,0.0,1231.0,631.0,28.7,0.0,25.9,0.0,2347.0,5.0,30.0,0.5244993608862377,0.2688538559863656,0.0,1.0,0.0,0.0
79,2016-05-31,화,2635.0,50.0,250.0,185.0,0.0,921.0,535.0,27.8,0.0,25.4,0.0,2335.0,5.0,31.0,0.3944325481798715,0.2291220556745182,0.0,0.0,0.0,0.0
80,2016-06-01,수,2637.0,75.0,245.0,0.0,0.0,916.0,490.0,23.5,0.0,23.5,0.0,2317.0,6.0,1.0,0.395338800172637,0.21148036253776434,0.0,0.0,0.0,0.0
81,2016-06-02,목,2637.0,81.0,258.0,301.0,0.0,850.0,483.0,24.5,0.0,23.3,0.0,2298.0,6.0,2.0,0.3698868581375109,0.21018276762402088,0.0,0.0,0.0,0.0
82,2016-06-03,금,2637.0,191.0,268.0,64.0,0.0,721.0,548.0,27.7,0.0,24.5,0.0,2178.0,6.0,3.0,0.3310376492194674,0.2516069788797062,1.0,0.0,0.0,0.0
83,2016-06-07,화,2637.0,115.0,192.0,389.0,0.0,1244.0,629.0,24.8,0.0,23.9,0.0,2330.0,6.0,7.0,0.5339055793991416,0.26995708154506437,0.0,1.0,0.0,0.0
84,2016-06-08,수,2637.0,58.0,240.0,0.0,0.0,931.0,500.0,23.6,0.0,22.9,0.0,2339.0,6.0,8.0,0.3980333475844378,0.21376656690893545,0.0,0.0,0.0,0.0
85,2016-06-09,목,2637.0,69.0,252.0,359.0,0.0,829.0,506.0,25.6,0.0,23.0,0.0,2316.0,6.0,9.0,0.3579447322970639,0.21848013816925735,0.0,0.0,0.0,0.0
86,2016-06-10,금,2637.0,151.0,270.0,61.0,0.0,697.0,509.0,25.1,0.0,25.7,0.0,2216.0,6.0,10.0,0.3145306859205776,0.22969314079422382,1.0,0.0,0.0,0.0
87,2016-06-13,월,2637.0,98.0,209.0,415.0,0.0,1243.0,590.0,26.5,0.0,23.7,0.0,2330.0,6.0,13.0,0.5334763948497854,0.2532188841201717,0.0,1.0,0.0,0.0
88,2016-06-14,화,2637.0,56.0,241.0,432.0,0.0,973.0,593.0,27.0,0.0,24.2,0.0,2340.0,6.0,14.0,0.41581196581196583,0.2534188034188034,0.0,0.0,0.0,0.0
89,2016-06-15,수,2637.0,60.0,260.0,0.0,0.0,984.0,535.0,22.8,0.0,22.9,0.0,2317.0,6.0,15.0,0.4246870953819594,0.23090202848511004,0.0,0.0,0.0,0.0
90,2016-06-16,목,2637.0,73.0,263.0,336.0,0.0,800.0,524.0,27.4,0.0,25.8,0.0,2301.0,6.0,16.0,0.3476749239461104,0.2277270751847023,0.0,0.0,0.0,0.0
91,2016-06-17,금,2637.0,165.0,291.0,60.0,0.0,694.0,484.0,27.6,0.0,25.6,0.0,2181.0,6.0,17.0,0.3182026593305823,0.22191655204034846,1.0,0.0,0.0,0.0
92,2016-06-20,월,2637.0,101.0,257.0,344.0,0.0,1146.0,585.0,23.2,2.3,22.9,0.0,2279.0,6.0,20.0,0.5028521281263713,0.2566915313734094,0.0,1.0,0.0,0.0
93,2016-06-21,화,2637.0,49.0,248.0,349.0,0.0,1091.0,645.0,22.5,0.1,23.8,0.0,2340.0,6.0,21.0,0.46623931623931625,0.27564102564102566,0.0,0.0,0.0,0.0
94,2016-06-22,수,2637.0,47.0,258.0,0.0,0.0,1022.0,467.0,22.5,1.1,21.7,2.2,2332.0,6.0,22.0,0.43825042881646653,0.20025728987993138,0.0,0.0,0.0,0.0
95,2016-06-23,목,2637.0,53.0,271.0,346.0,0.0,877.0,588.0,27.0,0.0,25.2,0.0,2313.0,6.0,23.0,0.3791612624297449,0.25421530479896237,0.0,0.0,0.0,0.0
96,2016-06-24,금,2637.0,169.0,284.0,52.0,0.0,805.0,475.0,21.5,10.8,26.5,0.0,2184.0,6.0,24.0,0.3685897435897436,0.2174908424908425,1.0,0.0,0.0,0.0
97,2016-06-27,월,2637.0,96.0,227.0,300.0,0.0,1142.0,609.0,24.3,0.0,21.4,0.0,2314.0,6.0,27.0,0.49351771823681934,0.263180639585134,0.0,1.0,0.0,0.0
98,2016-06-28,화,2637.0,63.0,253.0,226.0,0.0,917.0,535.0,25.2,0.0,22.6,0.0,2321.0,6.0,28.0,0.3950883239982766,0.23050409306333478,0.0,0.0,0.0,0.0
99,2016-06-29,수,2637.0,67.0,248.0,0.0,0.0,820.0,487.0,24.0,0.0,23.3,0.0,2322.0,6.0,29.0,0.35314384151593453,0.20973298880275623,0.0,0.0,0.0,0.0
100,2016-06-30,목,2637.0,76.0,247.0,151.0,0.0,886.0,446.0,27.9,0.0,24.3,0.0,2314.0,6.0,30.0,0.3828867761452031,0.19273984442523767,0.0,0.0,0.0,0.0
101,2016-07-01,금,2643.0,145.0,215.0,41.0,0.0,879.0,513.0,23.8,3.8,23.2,6.8,2283.0,7.0,1.0,0.38501971090670173,0.22470433639947437,1.0,0.0,0.0,0.0
102,2016-07-04,월,2643.0,88.0,190.0,385.0,0.0,1292.0,582.0,24.0,0.0,26.5,0.0,2365.0,7.0,4.0,0.5463002114164904,0.24608879492600422,0.0,1.0,0.0,0.0
103,2016-07-05,화,2643.0,55.0,226.0,376.0,0.0,952.0,551.0,28.6,0.0,27.0,0.0,2362.0,7.0,5.0,0.40304826418289585,0.23327688399661303,0.0,0.0,0.0,0.0
104,2016-07-06,수,2643.0,56.0,224.0,0.0,0.0,939.0,484.0,29.5,0.0,27.4,0.0,2363.0,7.0,6.0,0.39737621667371986,0.20482437579348287,0.0,0.0,0.0,0.0
105,2016-07-07,목,2643.0,64.0,238.0,340.0,0.0,857.0,494.0,28.6,0.0,27.5,0.0,2341.0,7.0,7.0,0.36608287056813327,0.21102093122597182,0.0,0.0,0.0,0.0
106,2016-07-08,금,2643.0,155.0,260.0,60.0,0.0,863.0,534.0,26.6,0.0,29.9,0.0,2228.0,7.0,8.0,0.387342908438061,0.23967684021543986,1.0,0.0,0.0,0.0
107,2016-07-11,월,2643.0,121.0,210.0,366.0,0.0,1115.0,630.0,26.3,0.1,24.6,0.0,2312.0,7.0,11.0,0.48226643598615915,0.27249134948096887,0.0,1.0,0.0,0.0
108,2016-07-12,화,2643.0,72.0,223.0,382.0,0.0,919.0,519.0,25.1,0.0,24.8,0.0,2348.0,7.0,12.0,0.391396933560477,0.22103918228279387,0.0,0.0,0.0,0.0
109,2016-07-13,수,2643.0,79.0,241.0,0.0,0.0,866.0,483.0,27.8,0.0,28.6,0.0,2323.0,7.0,13.0,0.3727938011192424,0.2079207920792079,0.0,0.0,0.0,0.0
110,2016-07-14,목,2643.0,84.0,252.0,308.0,0.0,781.0,550.0,29.8,0.0,31.1,0.0,2307.0,7.0,14.0,0.3385348938014738,0.23840485478977028,0.0,0.0,0.0,0.0
111,2016-07-15,금,2643.0,189.0,261.0,55.0,0.0,867.0,503.0,28.4,0.0,25.2,0.0,2193.0,7.0,15.0,0.3953488372093023,0.22936616507067945,1.0,0.0,0.0,0.0
112,2016-07-18,월,2643.0,126.0,208.0,343.0,0.0,1158.0,596.0,27.9,0.0,28.4,0.0,2309.0,7.0,18.0,0.5015158077089649,0.2581203984408835,0.0,1.0,0.0,0.0
113,2016-07-19,화,2643.0,111.0,233.0,263.0,0.0,888.0,424.0,27.8,0.0,27.7,0.0,2299.0,7.0,19.0,0.3862548934319269,0.18442801217920834,0.0,0.0,0.0,0.0
114,2016-07-20,수,2643.0,124.0,238.0,0.0,0.0,844.0,443.0,27.4,0.0,28.1,0.0,2281.0,7.0,20.0,0.3700131521262604,0.19421306444541866,0.0,0.0,0.0,0.0
115,2016-07-21,목,2643.0,115.0,255.0,263.0,0.0,733.0,446.0,27.2,0.0,27.2,0.0,2273.0,7.0,21.0,0.3224813022437307,0.19621645402551693,0.0,0.0,0.0,0.0
116,2016-07-22,금,2643.0,251.0,272.0,47.0,0.0,661.0,501.0,27.0,0.0,27.0,0.0,2120.0,7.0,22.0,0.3117924528301887,0.23632075471698114,1.0,0.0,0.0,0.0
117,2016-07-25,월,2643.0,277.0,180.0,247.0,0.0,1086.0,584.0,31.8,0.0,28.9,0.0,2186.0,7.0,25.0,0.4967978042086002,0.26715462031107046,0.0,1.0,0.0,0.0
118,2016-07-26,화,2643.0,260.0,185.0,269.0,0.0,927.0,582.0,31.0,0.0,30.3,0.0,2198.0,7.0,26.0,0.42174704276615105,0.26478616924476794,0.0,0.0,0.0,0.0
119,2016-07-27,수,2643.0,299.0,192.0,0.0,0.0,872.0,423.0,32.0,0.0,29.1,0.0,2152.0,7.0,27.0,0.4052044609665427,0.19656133828996283,0.0,0.0,1.0,0.0
120,2016-07-28,목,2643.0,340.0,204.0,197.0,0.0,816.0,434.0,30.7,0.0,29.7,0.0,2099.0,7.0,28.0,0.3887565507384469,0.2067651262505955,0.0,0.0,1.0,0.0
121,2016-07-29,금,2643.0,486.0,207.0,36.0,0.0,671.0,472.0,31.7,0.0,30.1,0.0,1950.0,7.0,29.0,0.3441025641025641,0.24205128205128204,1.0,0.0,1.0,0.0
122,2016-08-01,월,2644.0,512.0,109.0,238.0,0.0,1055.0,510.0,32.3,0.0,29.3,0.0,2023.0,8.0,1.0,0.5215027187345527,0.25210084033613445,0.0,1.0,1.0,0.0
123,2016-08-02,화,2644.0,460.0,167.0,268.0,0.0,829.0,515.0,30.6,0.0,25.1,0.2,2017.0,8.0,2.0,0.4110064452156668,0.2553296975706495,0.0,0.0,1.0,0.0
124,2016-08-03,수,2644.0,485.0,183.0,0.0,0.0,802.0,363.0,29.0,0.0,29.0,0.0,1976.0,8.0,3.0,0.4058704453441296,0.18370445344129555,0.0,0.0,1.0,0.0
125,2016-08-04,목,2644.0,467.0,200.0,262.0,0.0,671.0,456.0,30.2,0.0,30.2,0.0,1977.0,8.0,4.0,0.33940313606474454,0.2306525037936267,0.0,0.0,1.0,0.0
126,2016-08-05,금,2644.0,538.0,212.0,46.0,0.0,641.0,448.0,31.2,0.0,31.3,0.0,1894.0,8.0,5.0,0.3384371700105597,0.2365364308342133,1.0,0.0,1.0,0.0
127,2016-08-08,월,2644.0,421.0,180.0,255.0,0.0,1038.0,480.0,33.5,0.0,25.1,0.2,2043.0,8.0,8.0,0.5080763582966226,0.23494860499265785,0.0,1.0,1.0,0.0
128,2016-08-09,화,2644.0,392.0,182.0,286.0,0.0,874.0,470.0,31.4,0.0,28.0,0.0,2070.0,8.0,9.0,0.4222222222222222,0.22705314009661837,0.0,0.0,1.0,0.0
129,2016-08-10,수,2644.0,411.0,188.0,0.0,0.0,842.0,451.0,32.6,0.0,31.7,0.0,2045.0,8.0,10.0,0.4117359413202934,0.22053789731051346,0.0,0.0,1.0,0.0
130,2016-08-11,목,2644.0,413.0,202.0,295.0,0.0,845.0,530.0,34.0,0.0,32.4,0.0,2029.0,8.0,11.0,0.41646131099063577,0.26121241991128635,0.0,0.0,1.0,0.0
131,2016-08-12,금,2644.0,587.0,215.0,60.0,0.0,708.0,410.0,35.1,0.0,33.7,0.0,1842.0,8.0,12.0,0.38436482084690554,0.22258414766558088,1.0,0.0,1.0,0.0
132,2016-08-16,화,2644.0,352.0,177.0,351.0,0.0,1023.0,561.0,31.4,0.0,28.9,0.0,2115.0,8.0,16.0,0.4836879432624113,0.2652482269503546,0.0,1.0,1.0,0.0
